"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY"
"Conference Orders","","Payment Amount","PAYMENT.AMOUNT","25","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Orders","","Payment Check No","PAYMENT.CHECK.NO","27","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Payment Currency ID","PAYMENT.CURRENCY.ID","26","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Payment Date","PAYMENT.DATE","24","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Payment Sched Amt","PAYMENT.SCHED.AMT","60","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Orders","","Payment Sched Date","PAYMENT.SCHED.DATE","59","Date","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Payment Type ID","PAYMENT.TYPE.ID","18","Text","No","SB+ Code Table","HC-BW.CASH.CODE","","0","poconnor","Pat O'Connor"
"Conference Orders","","Po Number","PO.NUMBER","7","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Private Booking Note","PRIVATE.BOOKING.NOTE","68","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Promo ID","PROMO.ID","56","Text","No","Conference Promotion Codes","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Public Booking Note","PUBLIC.BOOKING.NOTE","69","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Registration Date","REGISTRATION.DATE","32","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Registration ID","REGISTRATION.ID","4","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Scash ID","SCASH.ID","16","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Source ID","SOURCE.ID","14","Text","No","Conference Registration Source Codes","","","0","poconnor","Pat O'Connor"
"Conference Orders","","Status","STATUS","12","Text","No","SB+ Code Table","CONF.REGIST.STATUS.CODES","","0","poconnor","Pat O'Connor"
"Conference Orders","","Tax Code","TAX.CODE","13","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Bank Code","BANK.CODE","17","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Bill To Addr ID","BILL.TO.ADDR.ID","9","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Bill To Contact","BILLTO.CONTACT","11","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Bill To Name ID","BILL.TO.NAME.ID","2","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Campaign ID","CAMPAIGN.ID","10","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Conference ID","CONFERENCE.ID","1","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Confirmation Contact Id","GRP.CONFIRMATION.CONTACT.ID","67","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Confirmation Print Date","CONFIRMATION.PRINT.DATE","58","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Confirmation Type ID","CONFIRMATION.TYPE.ID","57","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Currency ID","CURRENCY.ID","3","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","ECP Transaction Id","ECP.TRANSACTION.ID","70","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Entered By","ENTERED.BY","50","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Entry Date","ENTRY.DATE","49","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Entry Time","ENTRY.TIME","51","Time","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Fc Invoice Amount","FC.INVOICE.AMOUNT","48","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Fc Payment Amount","FC.PAYMENT.AMOUNT","41","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Fc Rate","FC.RATE","42","Numeric","No","","","","4","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Gl Period","GL.PERIOD","5","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Invoice Amount","INVOICE.AMOUNT","40","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Invoice Comment","INVOICE.COMMENT","43","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Invoice Date","INVOICE.DATE","39","Date","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Invoice ID","INVOICE.ID","38","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Mail Code","MAIL.CODE","6","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Memo Pay Amount","MEMO.PAY.AMOUNT","46","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Memo Pay Comment","MEMO.PAY.COMMENT","47","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Memo Pay Date","MEMO.PAY.DATE","45","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Memo Pay Ref","MEMO.PAY.REF","44","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Memo Pay Type ID","MEMO.PAY.TYPE.ID","53","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Order Id","ORDER.ID","0","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Amount","PAYMENT.AMOUNT","25","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Check No","PAYMENT.CHECK.NO","27","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Currency ID","PAYMENT.CURRENCY.ID","26","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Date","PAYMENT.DATE","24","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Sched Amt","PAYMENT.SCHED.AMT","60","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Sched Date","PAYMENT.SCHED.DATE","59","Date","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Payment Type ID","PAYMENT.TYPE.ID","18","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Po Number","PO.NUMBER","7","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Private Booking Note","PRIVATE.BOOKING.NOTE","68","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Promo ID","PROMO.ID","56","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Public Booking Note","PUBLIC.BOOKING.NOTE","69","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Registration Date","REGISTRATION.DATE","32","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Registration ID","REGISTRATION.ID","4","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Scash ID","SCASH.ID","16","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Source ID","SOURCE.ID","14","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Status","STATUS","12","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Orders ","","Tax Code","TAX.CODE","13","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Add On ID","ADD.ON.ID","36","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Add On Qty","ADD.ON.QTY","46","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Add On Unit Fee","ADD.ON.UNIT.FEE","28","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Address ID","ADDRESS.ID","2","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Amount Due","AMOUNT.DUE","52","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Assoc Event ID","ASSOC.EVENT.ID","200","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Badge Code","BADGE.CODE","77","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Badge Name","BADGE.NAME","10","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Bank Code","BANK.CODE","17","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Bill Me Ind","BILL.ME.IND","37","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Bill To Address ID","BILL.TO.ADDR.ID","39","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Bill To Name ID","BILL.TO.NAME.ID","38","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Campaign ID","CAMPAIGN.ID","119","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Conf Event ID","CONF.EVENT.ID","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Conference ID","CONFERENCE.ID","3","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Confirm Date","CONFIRM.DATE","44","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Confirm Method ID","CONFIRM.METHOD.ID","42","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Confirm Method Value","CONFIRM.METHOD.VALUE","43","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Currency ID","CURRENCY.ID","50","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Early Registration Ind","EARLY.REGISTRATION.IND","53","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","ECP Transaction ID","ECP.TRANSACTION.ID","216","Numeric","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Entered By","ENTERED.BY","34","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Entry Date","ENTRY.DATE","30","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Entry Time","ENTRY.TIME","32","Time","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Event Fee","EVENT.FEE","15","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Event ID","EVENT.ID","14","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Event Rate ID","EVENT.RATE.ID","220","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Event Reg Status","EVENT.REG.STATUS","13","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Exhib Booking ID","EXHIB.BOOKING.ID","150","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Fc Add On Unit Fee","FC.ADD.ON.UNIT.FEE","122","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Fc Amount Due","FC.AMOUNT.DUE","124","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Fc Event Fee","FC.EVENT.FEE","120","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Fc Payment Amount","FC.PAYMENT.AMOUNT","130","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Fc Rate","FC.RATE","129","Numeric","No","","","","4","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Fc Tax Amount","FC.TAX.AMOUNT","123","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Group Order ID","GROUP.ORDER.ID","98","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Guest Regist ID","GUEST.REGIST.ID","58","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Hotel Reservation ID","HOTEL.RESERVATION.ID","203","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Interest ID","INTEREST.ID","93","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Letter ID","LETTER.ID","167","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Mail Code","MAIL.CODE","29","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Membership Order ID","MEMBERSHIP.ORDER.ID","202","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Memo Pay Amount","MEMO.PAY.AMOUNT","160","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Memo Pay Comment","MEMO.PAY.COMMENT","161","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Memo Pay Date","MEMO.PAY.DATE","159","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Memo Pay Ref","MEMO.PAY.REF","158","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Name ID","NAME.ID","1","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Ok To Confirm Ind","OK.TO.CONFIRM.IND","165","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Ok To Invoice Ind","OK.TO.INVOICE.IND","164","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Package ID","PACKAGE.ID","217","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Payment Amount","PAYMENT.AMOUNT","25","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Payment Check No","PAYMENT.CHECK.NO","27","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Payment Currency ID","PAYMENT.CURRENCY.ID","26","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Payment Date","PAYMENT.DATE","24","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Payment Type ID","PAYMENT.TYPE.ID","18","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Po Number","PO.NUMBER","9","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Primary Guest Regist ID","PRIMARY.GUEST.REGIST.ID","59","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Promo ID","PROMO.ID","201","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Rate Gl","RATE.GL","219","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Rate Type","RATE.TYPE","218","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Registration Date","REGISTRATION.DATE","8","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Registration ID","REGIST.ID","0","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Registration Notes","REGISTRATION.NOTES","92","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Registration Type","REGISTRATION.TYPE","4","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Sales Rep","SALES.REP","48","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Show ID","SHOW.ID","166","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Source ID","SOURCE.ID","5","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Special Instructions","SPECIAL.INSTRUCTIONS","221","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Status","STATUS","7","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Tax Amount","TAX.AMOUNT","41","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","Tax Code","TAX.CODE","40","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 1","UDF1","222","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 10","UDF10","231","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 11","UDF11","232","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 12","UDF12","233","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 13","UDF13","234","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 14","UDF14","235","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 15","UDF15","236","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 16","UDF16","237","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 17","UDF17","238","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 18","UDF18","239","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 19","UDF19","240","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 2","UDF2","223","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 20","UDF20","241","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 3","UDF3","224","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 4","UDF4","225","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 5","UDF5","226","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 6","UDF6","227","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 7","UDF7","228","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 8","UDF8","229","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Pending Web Registrations","","UDF 9","UDF9","230","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Add On ID","ADD.ON.ID","36","Text","Yes","","","","0","gstierley","Greg Stierley"
"Conference Registrations","","Add On Qty","ADD.ON.QTY","46","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Add On Unit Fee","ADD.ON.UNIT.FEE","28","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Address ID","ADDRESS.ID","2","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Amount Due","AMOUNT.DUE","52","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Assoc Event ID","ASSOC.EVENT.ID","200","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Attended Code","ATTENDED.CODE","117","Text","Yes","SB+ Code Table","YES.OR.NO.OR.UNKNOWN","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Badge Code","BADGE.CODE","77","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Badge Name","BADGE.NAME","10","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Badge Print Date","BADGE.PRINT.DATE","89","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Bank Code","BANK.CODE","17","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Batch No","BATCH.NO","45","Numeric","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Bill Me Ind","BILL.ME.IND","37","Text","No","SB+ Code Table","YES.OR.NO","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Bill To Address ID","BILL.TO.ADDR.ID","39","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Bill To Name ID","BILL.TO.NAME.ID","38","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Campaign ID","CAMPAIGN.ID","119","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Cancel By User ID","CANCEL.BY.USER.ID","168","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Cancel Date","CANCEL.DATE","65","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Cancel Gl Period","CANCEL.GL.PERIOD","76","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Cancel Reason","CANCEL.REASON","66","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Cancel Tax Amount","CANCEL.TAX.AMOUNT","151","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Cancellation Fee","CANCELLATION.FEE","16","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Certificate Print Date","CERTIFICATE.PRINT.DATE","90","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Ceu Update Date","CEU.UPDATE.DATE","118","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Change Date","CHANGE.DATE","31","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Change Time","CHANGE.TIME","33","Time","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Changed By","CHANGED.BY","35","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Conf Event ID","CONF.EVENT.ID","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Conference ID","CONFERENCE.ID","3","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Conference UDF ID","CONF.UDF.ID","242","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Confirm Date","CONFIRM.DATE","44","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Confirm Method ID","CONFIRM.METHOD.ID","42","Text","No","SB+ Code Table","CONFIRM.METHOD","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Confirm Method Value","CONFIRM.METHOD.VALUE","43","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Credit Hold","CREDIT.HOLD","78","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Credit Note Amount","CREDIT.ACCT.AMOUNT","71","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Currency ID","CURRENCY.ID","50","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Early Registration Ind","EARLY.REGISTRATION.IND","53","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Ecp Transaction ID","ECP.TRANSACTION.ID","216","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Entered By","ENTERED.BY","34","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Entry Date","ENTRY.DATE","30","Date","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Entry Time","ENTRY.TIME","32","Time","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Event Fee","EVENT.FEE","15","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Event ID","EVENT.ID","14","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Event Rate ID","EVENT.RATE.ID","220","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Event Reg Status","EVENT.REG.STATUS","13","Text","Yes","SB+ Code Table","EVENT.REG.STATUS","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Exhib Booking ID","EXHIB.BOOKING.ID","150","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Add On Unit Fee","FC.ADD.ON.UNIT.FEE","122","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Amount Due","FC.AMOUNT.DUE","124","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Canc Fee","FC.CANC.FEE","121","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Cancel Tax Amount","FC.CANCEL.TAX.AMOUNT","152","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Credit Note Amount","FC.CREDIT.ACCT.AMOUNT","127","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Event Fee","FC.EVENT.FEE","120","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Invoice Amount","FC.INVOICE.AMOUNT","163","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Payment Amount","FC.PAYMENT.AMOUNT","130","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Rate","FC.RATE","129","Numeric","No","","","","4","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Refund Amount","FC.REFUND.AMOUNT","126","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Refund Tax Amount","FC.REFUND.TAX.AMOUNT","128","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Tax Amount","FC.TAX.AMOUNT","123","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Fc Total Cancel Fee","FC.TOTAL.CANC.FEE","125","Numeric","No","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Gl Period","GL.PERIOD","55","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Group Order ID","GROUP.ORDER.ID","98","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Hotel Reservation ID","HOTEL.RESERVATION.ID","203","Numeric","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Interest ID","INTEREST.ID","93","Text","Yes","Conference Interest Codes","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Invoice Amount","INVOICE.AMOUNT","162","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"Conference Registrations","","Invoice Comments","INVOICE.COMMENTS","153","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Invoice ID","INVOICE.ID","54","Text","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Invoice Print Date","INVOICE.PRINT.DATE","57","Date","Yes","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Issue Refund By","ISS.RFND.BY","69","Text","No","SB+ Code Table","HC-BW.CASH.CODE","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Letter ID","LETTER.ID","167","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Mail Code","MAIL.CODE","29","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Membership Number","MEMBERSHIP.NO","0","Text","No","","","","0","lwulf","Louis Wulf"
"Conference Registrations","","Membership Order ID","MEMBERSHIP.ORDER.ID","202","Text","No","","","","0","poconnor","Pat O'Connor"
"Conference Registrations","","Memo Pay Amount","MEMO.PAY.AMOUNT","160","Numeric","No","","","","2","poconnor","Pat O'Connor"
