"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY","CREATEDON","MODIFIEDON"
"GEN User Control","","User Phone","FAX.FROM.PHONE","22","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-11-08","2022-11-08"
"GEN User Control","","User Status","USR.STATUS","10","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-25","2022-04-25"
"GEN User Control","","User Status ","USER.STATUS","101","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-11-08","2022-11-08"
"GEN User Control","","User Time Zone","USER.TIME.ZONE","51","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-04-25","2022-04-25"
"GEN User Control","","User Type","USER.TYPE","103","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendar Entries Last Date","WEB.CALENDAR.ENTRIES.LAST.DATE","226","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendar Entries Last Time","WEB.CALENDAR.ENTRIES.LAST.TIME","227","Time","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendar Entries Last Updated","WEB.CAL.ENT.LAST.UPDATE","230","Numeric","No","","","","0","ADMIN","System Administrator","2023-06-23","2023-06-23"
"GEN User Control","","Web Calendar Entries Sent","WEB.CALENDAR.ENTRIES.SENT","225","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendar Error Msg","WEB.CALENDAR.ERROR.MESSAGE","92","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendar Last Sync Date","WEB.CALENDAR.LAST.SYNC.DATE","68","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendard Entries Updated","WEB.CALENDARD.ENTRIES.UPDATED","228","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Calendard Last Sync Sent","WEB.CALENDARD.LAST.SYNC.SENT","229","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail App Code","WEB.MAIL.APP.CODE","74","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Calandar Name","WEB.MAIL.CALANDAR.NAME","70","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Calendar Location","WEB.MAIL.CALENDAR.LOCATION","71","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Calendar Sync Flag","WEB.MAIL.CALENDAR.SYNC.FLAG","82","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Email Folders","WEB.MAIL.EMAIL.FOLDERS","84","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Email Sync Flag","WEB.MAIL.EMAIL.SYNC.FLAG","81","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Email Sync From","WEB.MAIL.EMAIL.SYNC.FROM","83","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Error Message","WEB.MAIL.ERROR.MESSAGE","67","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Last Sync Date","WEB.MAIL.LAST.SYNC.DATE","64","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Status Code","WEB.MAIL.STATUS.CODE","66","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Sync End","WEB.MAIL.SYNC.END","73","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail Sync From","WEB.MAIL.SYNC.FROM","72","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN User Control","","Web Mail User ID","WEB.MAIL.USERID","62","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"GEN Zip Codes","","@ID","@ID","0","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Circ State","CIRC.STATE","2","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Cities","CITIES","3","Text","Yes","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","City Desc 2","CITY.DESC2","56","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","City Tax Rate","CITY.TAX.RATE","51","Numeric","No","","","","2","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Country ID","COUNTRY.ID","1","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","County","COUNTY","47","Text","Yes","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","County Size","COUNTY.SIZE","54","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","County Tax Rate","COUNTY.TAX.RATE","50","Numeric","No","","","","2","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Date Time Stamp","DATE.TIME.STAMP","100","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Default Whse","DEFAULT.WHSE","46","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Districts","DISTRICTS","8","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Extended Ship Modes","EXTENDED.SHIP.MODES","57","Text","Yes","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Frt Taxable","FRT.TAXABLE","49","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Geog","GEOG","10","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","ID 2 ","ID2","0","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","List Of Cities","LIST.OF.CITIES","52","Text","Yes","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Region","REGION","7","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Sales Rep ID","SALES.REP","6","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 1 ","SHIP.MODE.1","11","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 10 ","SHIP.MODE.10","20","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 11 ","SHIP.MODE.11","21","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 12 ","SHIP.MODE.12","22","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 13 ","SHIP.MODE.13","23","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 14 ","SHIP.MODE.14","24","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 15 ","SHIP.MODE.15","25","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 16 ","SHIP.MODE.16","26","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 17 ","SHIP.MODE.17","27","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 18 ","SHIP.MODE.18","28","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 19 ","SHIP.MODE.19","29","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 2 ","SHIP.MODE.2","12","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 20 ","SHIP.MODE.20","30","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 21 ","SHIP.MODE.21","31","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 22 ","SHIP.MODE.22","32","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 23 ","SHIP.MODE.23","33","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 24 ","SHIP.MODE.24","34","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 25 ","SHIP.MODE.25","35","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 26 ","SHIP.MODE.26","36","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 27 ","SHIP.MODE.27","37","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 28 ","SHIP.MODE.28","38","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 29 ","SHIP.MODE.29","39","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 3 ","SHIP.MODE.3","13","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 30 ","SHIP.MODE.30","40","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 31 ","SHIP.MODE.31","41","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 32 ","SHIP.MODE.32","42","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 33 ","SHIP.MODE.33","43","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 34 ","SHIP.MODE.34","44","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 35 ","SHIP.MODE.35","45","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 4 ","SHIP.MODE.4","14","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 5 ","SHIP.MODE.5","15","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 6 ","SHIP.MODE.6","16","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 7 ","SHIP.MODE.7","17","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 8 ","SHIP.MODE.8","18","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Ship Mode 9 ","SHIP.MODE.9","19","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","State","STATE","2","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Tax Rate","TAX.RATE","5","Numeric","No","","","","2","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Tax Region ID","TAX.REGION.ID","55","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Tax Zone","TAX.ZONE","9","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Time Zone","TIME.ZONE","53","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Vertex Geocode","VERTEX.GEOCODE","48","Text","No","","","","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GEN Zip Codes","","Zip Code","ZIP.CODE","0","Text","No","","","MCU","0","gstierley","Greg Stierley","2017-05-30","2017-05-30"
"GL Chart of Accounts","","Allfrcode","ALLFR_CODE","11","Text","Yes","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Allocate From","ALLFR","10","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Allocate From Percentage","ALLFR_%","12","Numeric","Yes","","","","2","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Allocate To General Ledger Code","ALLTO_CODE","13","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Asset Type","ASSET_TYPE","21","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Balance Sheet/Profit_Loss","BS_PL","4","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Book WIP Type","WIP_TYPE2","23","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Budgetary Account Ind","BUDGETARY.ACCOUNT.IND","62","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Change Code","CHANGE.CODE","30","Text","No","","","","0","ADMIN","Greg Stierley","2013-02-27","2018-05-30"
"GL Chart of Accounts","","Clearing Acct Ind","CLEARING.ACCT.IND","49","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Close Out GL","CLOSE.OUT.GL","63","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Control Account","CONTROL_ACCT","8","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Control Account Percent","CONTROL_PCT","9","Numeric","No","","","","2","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Date Created","DATE_CREATED","19","Date","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Debit/Credit","DB_CR","3","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Detail/Header/Memo","TYPE","2","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Detail/Summary","DET_SUM","5","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Employee Required","EMP.REQ","60","Text","No","Y/N Conversion","","","0","apayne","Annette Payne","2014-10-10","2014-10-13"
"GL Chart of Accounts","","Fund Control Code","FUND.CONTROL.CODE","66","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Fund GL Code","FUND.GL.CODE","65","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Fund Type","FUND.TYPE","64","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","General Ledger Code Desc","GL_DESC","1","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","GLKEYS Level 1 ID","GLKEYS.LEVEL1.ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-08-16","2022-08-16"
"GL Chart of Accounts","","GLKEYS Level 2 ID","GLKEYS.LEVEL2.ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-08-16","2022-08-16"
"GL Chart of Accounts","","GLKEYS Level 3 ID ","GLKEYS.LEVEL3.ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-08-16","2022-08-16"
"GL Chart of Accounts","","GLKEYS Level 4 ID","GLKEYS.LEVEL4.ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-08-16","2022-08-16"
"GL Chart of Accounts","","GLKEYS Level 5 ID ","GLKEYS.LEVEL5.ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-08-16","2022-08-16"
"GL Chart of Accounts","","Issue Required","ISS.REQ","26","Text","No","Y/N Conversion","","","0","apayne","Annette Payne","2014-10-10","2014-10-13"
"GL Chart of Accounts","","Job Nbr Required","ISBN.REQ","24","Text","No","Y/N Conversion","","","0","apayne","Annette Payne","2014-10-10","2014-10-13"
"GL Chart of Accounts","","Last Amdended Date","LAST.AMDENDED.DATE","0","Date","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Last Amended By","LAST.AMENDED.BY","0","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Last Checked","LAST_CHECKED","18","Date","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Level 1","LEVEL1","0","Text","No","","","","0","apayne","Annette Payne","2014-10-10","2014-10-10"
"GL Chart of Accounts","","Level 2","LEVEL2","0","Text","No","","","","0","apayne","Annette Payne","2014-10-10","2014-10-10"
"GL Chart of Accounts","","Level 3","LEVEL3","0","Text","No","","","","0","apayne","Annette Payne","2014-10-10","2014-10-10"
"GL Chart of Accounts","","Level 4","LEVEL4","0","Text","No","","","","0","apayne","Annette Payne","2014-10-10","2014-10-10"
"GL Chart of Accounts","","Level 5","LEVEL5","0","Text","No","","","","0","apayne","Annette Payne","2014-10-10","2014-10-10"
"GL Chart of Accounts","","Permit Use","PERMIT_USE","16","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Prepaid General Ledger Code","PP_CODE","15","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Prepay Deferred Ind ","PP.DEF.IND","27","Text","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Chart of Accounts","","Project Required","PROJ.REQ","61","Text","No","Y/N Conversion","","","0","apayne","Annette Payne","2014-10-10","2014-10-13"
"GL Chart of Accounts","","Publication Required","PUB.REQ","25","Text","No","Y/N Conversion","","","0","apayne","Annette Payne","2014-10-10","2014-10-13"
"GL Chart of Accounts","","Reallocation No","REALLOC_NO","14","Numeric","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Record Key","ID","0","Text","No","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Reports","REPORTS","17","Text","Yes","","","","0","ADMIN","Ferdie Lucero","2011-10-14","2012-01-18"
"GL Chart of Accounts","","Shortcuts","SHORTCUTS","7","Text","Yes","","","","0","apayne","Annette Payne","2014-10-10","2014-10-10"
"GL Chart of Accounts","","SQL ID","SQL.ID","52","Numeric","No","","","","0","ADMIN","System Administrator","2021-09-15","2021-09-15"
"GL Detail","","Account Description","ACCOUNT.DESC","0","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Account Name","NAME","11","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Account Number","ACCOUNT.NO","0","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Account Type","ACCT_TYPE","10","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","AP Cash ID","PCASH.ID","42","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","AP Check ID","PCASH.KEY","0","Text","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","AP Invoice ID","PINV.KEY","0","Text","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","AP Invoice ID","PINV.ID","43","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","AR Cash ID","SCASH.KEY","0","Text","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","AR Cash ID","SCASH.ID","41","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","AR Invoice ID","SINV.KEY","0","Text","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","AR Invoice ID","SINV.ID","40","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","Book Units ","BOOK.UNITS","24","Numeric","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Class Code","CLASS.CODE","38","Text","No","","","","0","gstierley","Greg Stierley","2013-10-22","2013-10-22"
"GL Detail","","Client ID","CLIENT.ID","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Client Name ","CLIENT.NAME","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Comment ","COMMENT","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Create Time","CREATE.TIME","39","Time","No","","","","0","gstierley","Greg Stierley","2013-12-09","2013-12-09"
"GL Detail","","Credit Amount","CR_AMT","3","Numeric","No","","","","2","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Currency Code ","CURR.CODE","9","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Debit Amount","DB_AMT","2","Numeric","No","","","","2","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Def To Act Date","DEF_TO_ACT_DT","16","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","Deferred To Actual Date","DEF.TO.ACT.DATE","16","Date","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","Department","DEPARTMENT","37","Text","No","","","","0","gstierley","Greg Stierley","2013-10-22","2013-10-22"
"GL Detail","","Edition ","EDITION","21","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Employee ","EMPLOYEE","35","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","FC Credit Amt","FC.CREDIT.AMT","8","Numeric","No","","","","2","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","FC Debit Amt","FC.DEBIT.AMT","7","Numeric","No","","","","2","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","Financial Period ","FIN.PERIOD","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-03","2021-02-03"
"GL Detail","","Foreign Post Currency Rate","FOREIGN.POST.CURRENCY.RATE","51","Numeric","No","","","","2","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","Foreign Post Date","FOREIGN.POST.DATE","50","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","General Ledger Code Desc.","GL_DESC","12","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","GL Code","GL.CODE","25","Text","No","","","","0","poconnor","Pat O'Connor","2015-04-21","2015-04-21"
"GL Detail","","GL Code Description","GL.CODE.DESC","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","GL Project","GL.PROJECT","15","Text","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","GL Project","GL_PROJECT","15","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","Issue","ISSUE","14","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Job No","JOB.NO","36","Text","No","","","","0","gstierley","Greg Stierley","2013-10-22","2013-10-22"
"GL Detail","","Journal Entry ID","GJOURS.KEY","0","Text","No","","","","0","gstierley","Greg Stierley","2014-10-14","2014-10-14"
"GL Detail","","Journal Entry ID","GJOURS.ID","44","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","Level 1 Code ","LEVEL1.CODE","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 1 Description","LEVEL1.DESC","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 2 Code ","LEVEL2.CODE","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 2 Description","LEVEL2.DESC","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 3 Code ","LEVEL3.CODE","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 3 Description","LEVEL3.DESC","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 4 Code ","LEVEL4.CODE","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 4 Description","LEVEL4.DESC","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 5 Code ","LEVEL5.CODE","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Level 5 Description","LEVEL5.DESC","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Name ID","NAME.ID","0","Text","No","","","","0","AVM","ANDY MILBURN","2017-05-05","2017-05-05"
"GL Detail","","Period","PERIOD","0","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-02-24"
"GL Detail","","Posted By","LOGIN_ID","20","Text","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Posted Date","POSTED","5","Date","No","","","","0","ADMIN","Gretchen Zimmerman","2011-09-21","2012-01-18"
"GL Detail","","Posted ID","POSTED.ID","49","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2022-12-29","2022-12-29"
"GL Detail","","Posted Period ","POSTED.PERIOD","31","Text","No","","","","0","gstierley","Greg Stierley","2019-01-04","2019-01-04"
